Date,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2022-03-03,163.75926208496094,166.3994361391456,163.08937637437214,165.96597360547406,76678400
2022-03-04,160.74478149414062,163.08941205818934,159.6906928584352,162.04516937967895,83737200
2022-03-07,156.93228149414062,162.56726469889648,156.67613632811052,160.93193414652472,96418800
2022-03-08,155.09994506835938,160.4590918337938,153.4843212668971,156.4594387052954,131148300
2022-03-09,160.52804565429688,160.9812152164197,157.04066784211605,159.07989329168066,91454900
2022-03-10,156.16387939453125,158.00608027819325,153.66162367046195,157.81890189348016,105342000
2022-03-11,152.43019104003906,156.91256584494423,152.20361381742407,156.56776200149287,96970100
2022-03-14,148.38128662109375,151.82926511007037,147.86902635433808,149.19895189517598,108732100
2022-03-15,152.78485107421875,153.25772752525916,148.1448655173351,148.6571257913053,92964300
2022-03-16,157.21798706054688,157.62189677872126,152.16424521683604,154.71574606326269,102300200
2022-03-17,158.232666015625,158.60702280515488,155.28711664114857,156.2525464840476,75615400
2022-03-18,161.54270935058594,162.03527769294337,157.38543133852977,158.1242838520659,123511700
2022-03-21,162.9219207763672,163.87750462789964,160.5871364535125,161.07970482927175,95811400
2022-03-22,166.3108367919922,166.9019099771886,162.45894748567133,163.05002067086775,81532000
2022-03-23,167.68011474609375,170.0739895750404,165.15815231123034,165.4931101944181,98062700
2022-03-24,171.48277282714844,171.55172458765148,167.680144114985,168.51750138963553,90131400
2022-03-25,172.1230926513672,172.6747668214046,170.18237206834664,171.29558139631104,80546200
2022-03-28,172.989990234375,173.11804776859358,169.44349251771922,169.6109639332292,90371900
2022-03-29,176.30010986328125,176.34935468369693,173.71904091045016,174.0638448453387,100589400
2022-03-30,175.1277618408203,176.94040982813888,174.07365831750312,175.89616729266174,92633200
2022-03-31,172.01473999023438,175.38390609608072,171.80785464486016,175.196727695979,103049300
2022-04-01,171.7191925048828,172.28072769395772,169.38442310861137,171.4433554045636,78751300
2022-04-04,175.787841796875,175.83710165134428,171.84729395128534,171.97536656650607,76468400
2022-04-05,172.4580535888672,175.6499023764881,171.8275666096823,174.86178989450815,73401800
2022-04-06,169.27606201171875,171.0493112985937,167.60133241989047,169.79818332507708,89058800
2022-04-07,169.58145141601562,170.7833195377172,167.32549471465475,168.61602154238474,77594700
2022-04-08,167.56190490722656,169.22678840700246,166.68513380776986,169.22678840700246,76575500
2022-04-11,163.28640747070312,166.5176546331748,163.04012329653918,166.2024187068813,72246700
2022-04-12,165.16799926757812,167.34514264739894,164.16315576735798,165.52264903047987,79265200
2022-04-13,167.86727905273438,168.49776590709988,164.29124323700162,164.90202314942036,70618900
2022-04-14,162.833251953125,168.72438072783297,162.586967757821,168.08403280084593,75329400
2022-04-18,162.61651611328125,164.12377400452343,161.13881111935814,161.48359993207802,69023900
2022-04-19,164.91188049316406,165.32565114265935,161.47376296963859,162.56726532731986,67723800
2022-04-20,164.7444305419922,166.36991535703385,163.63123612780706,166.25168871376107,67929800
2022-04-21,163.94647216796875,168.98052205416587,163.4440577878417,166.3994683269321,87227800
2022-04-22,159.38528442382812,165.37491827853887,159.09960135126914,163.9858867436895,84882400
2022-04-25,160.45909118652344,160.74477425226587,156.10478821517142,158.72524075058578,96046400
2022-04-26,154.46945190429688,159.92710311480064,154.3906391571423,159.83844441124967,95623200
2022-04-27,154.24285888671875,157.41498520151328,153.07054381960256,153.59266506314276,88063200
2022-04-28,161.20777893066406,162.07470409037728,156.5677781733732,156.88302915217585,130216800
2022-04-29,155.30679321289062,163.7297149213484,154.9127445495681,159.43451835036365,131747600
2022-05-02,155.6122283935547,155.8782045284846,150.99193401486136,154.38080729185586,123055300
2022-05-03,157.10960388183594,158.32133290120754,153.996583191987,155.79937020716176,88966500
2022-05-04,163.5524139404297,164.0055684455129,156.89287962543,157.29678931665225,108256500
2022-05-05,154.43991088867188,161.64125898319347,152.64695457490816,161.41468171268338,130525300
2022-05-06,155.16998291015625,157.3010086854407,152.11156545188234,153.9170165903248,116124600
2022-05-09,150.01998901367188,153.73941561249285,149.45764385540176,152.85148081205793,131577900
2022-05-10,152.4371337890625,154.6372276027927,150.87832879863976,153.43359356023947,115366700
2022-05-11,144.5345916748047,153.36451764343903,143.85384613812707,151.44068137940286,142689800
2022-05-12,140.64744567871094,144.23861168034963,136.9378943865604,140.8546349911873,182602000
2022-05-13,145.1363983154297,146.1131220663248,141.19006162279788,142.6502019839293,113990900
2022-05-16,143.58749389648438,145.54094194189835,142.2457384454301,143.59736937557525,86643800
2022-05-17,147.23782348632812,147.7607118798002,144.71215542512041,146.86291669324274,78336300
2022-05-18,138.93080139160156,145.38305576655117,138.02313063348345,144.87990321822826,109742900
2022-05-19,135.50735473632812,139.7595305072189,134.76741653803163,138.00341172092175,136095600
2022-05-20,135.74412536621094,138.81240303157122,130.8309399431796,137.2240017632513,137426100
2022-05-23,141.19009399414062,141.33807563241086,135.8033365498549,135.94145776360153,117726300
2022-05-24,138.47695922851562,140.06536039628463,135.48761030005602,138.9209191087074,104132700
2022-05-25,138.6348419189453,139.88779324826507,136.48408013270736,136.5728691143285,92482700
2022-05-26,141.85108947753906,142.4035742769945,135.30017032641544,135.5468164014639,90601500
2022-05-27,147.63246154785156,147.67191829271428,143.31121786248204,143.43947862792666,90978500
2022-05-31,146.8431854248047,148.6387758545306,144.87001706901614,147.07011062465787,103718400
2022-06-01,146.71498107910156,149.70433077652706,145.69878523963965,147.8890039363393,74286600
2022-06-02,149.181396484375,149.24058912493618,144.889749394735,145.8467372280195,72348100
2022-06-03,143.4296417236328,145.98489165025524,142.5219859021559,144.92923913959484,88570300
2022-06-06,144.179443359375,146.57685127526713,142.95607328606414,145.057502871662,71598400
2022-06-07,146.71498107910156,147.00108394755148,142.16682613466833,142.41347224867428,67808200
2022-06-08,145.97499084472656,147.85935504475933,145.48169879207404,146.5866681727105,53950200
2022-06-09,140.72637939453125,145.96513944929978,140.61785452288095,145.10681595338983,69473000
2022-06-10,135.29031372070312,138.8716045946932,135.22124559178127,138.39804833237955,91437900
2022-06-13,130.1107177734375,133.3861692038421,129.67661835461882,131.08742641170062,122207100
2022-06-14,130.97891235351562,132.09375731155245,129.71608578781024,131.34395874256492,84784300
2022-06-15,133.61309814453125,135.49747768055312,130.38697847648072,132.48839269838643,91533000
2022-06-16,128.31512451171875,130.61386725104276,127.30880452340455,130.30802859137827,108123900
2022-06-17,129.7949981689453,131.29461017428142,128.06847604207698,128.32499753553608,134520300
2022-06-21,134.04718017578125,135.221217692565,131.5314027016207,131.63005208162124,81000500
2022-06-22,133.5341796875,135.9118362074978,132.1134960074851,132.9816798809872,73409200
2022-06-23,136.4149932861328,136.7306923828884,133.8104117580623,134.98444929360062,72433800
2022-06-24,139.759521484375,140.00616753455043,137.89487794721208,138.02312365652875,89116800
2022-06-27,139.759521484375,141.56497237814864,139.07877597723802,140.78556242930944,70207900
2022-06-28,135.5961456298828,141.49591539948213,135.47776033378267,140.22322830416132,67083400
2022-06-29,137.36212158203125,138.78280531761038,134.83646829837102,135.61587828995619,66242400
2022-06-30,134.88577270507812,136.51363036817662,131.97535276440732,135.40866104796808,98964500
2022-07-01,137.066162109375,137.17468699446417,133.8400419922467,134.21493382375945,71051600
2022-07-05,139.66085815429688,139.71019037554066,135.09296845138468,135.92171062767136,73353800
2022-07-06,141.0026092529297,142.1865072585656,139.187297974016,139.45367991786003,74064300
2022-07-07,144.38661193847656,144.5839257789304,141.3577910455227,141.36765146861703,66253700
2022-07-08,145.0673370361328,145.57050462277482,143.05471185180627,143.31121832945087,64547800
2022-07-11,142.9264678955078,144.67272638483928,141.8510945825749,143.715738374884,63141600
2022-07-12,143.90316772460938,146.4584171134617,143.1040369550832,143.80450328591834,77588800
2022-07-13,143.53814697265625,144.4852594159091,140.2133478360652,141.0716863644841,71185600
2022-07-14,146.4781494140625,146.951705589172,141.32817896574866,142.14704561371514,78140700
2022-07-15,148.1553497314453,148.8360952483167,146.21177762394427,147.77058248983283,76259900
2022-07-18,145.09695434570312,149.53658351575038,144.73190793272408,148.71771677345194,81420900
2022-07-19,148.97421264648438,149.20112279497567,144.93908692354225,145.93553153568237,82982400
2022-07-20,150.9868621826172,151.6577473682176,148.35268377665855,149.0926220385823,64823400
2022-07-21,153.26588439941406,153.48293416018166,149.90162816159852,152.4272816824408,65086600
2022-07-22,152.02273559570312,154.18335711569975,151.35186565466796,153.30529789635773,66675400
2022-07-25,150.8980712890625,152.9600289398078,150.2370615899563,151.94384827732253,53623900
2022-07-26,149.566162109375,151.03616284792213,148.77689178411194,150.21729620269366,55138700
2022-07-27,154.6865234375,155.2192873128582,150.11864902484623,150.53301256452508,78620700
2022-07-28,155.23902893066406,155.52513172309773,152.3384689919664,154.87398254214926,81378700
2022-07-29,160.3297882080078,161.4347727162901,157.36017527279864,159.0768371497888,101786900
2022-08-01,159.3432159423828,161.39531297785308,158.73153852797333,158.8499238200317,67829400
2022-08-02,157.86331176757812,160.23112257022012,157.48842005740377,157.9521157750599,59907000
2022-08-03,163.9012451171875,164.3550654387107,158.59341707220835,158.6822060411045,82507500
2022-08-04,163.58554077148438,164.94703192609583,162.22404961687292,163.78285462114704,55474100
2022-08-05,163.35830688476562,163.85228420818493,161.0366074346982,161.2440845435306,56697000
2022-08-08,162.88409423828125,165.78868360511183,162.22216636709769,164.36602635809334,60276900
2022-08-09,162.9334716796875,163.82263986935718,161.28358929801152,162.04431856500878,63135500
2022-08-10,167.20147705078125,167.30026348653632,164.88965134420147,165.6602548880634,70170500
2022-08-11,166.4604949951172,168.93038177724253,166.16410556626363,168.01157605529576,57149200
2022-08-12,170.02700805664062,170.0961570458949,167.35951833556643,167.77447257106098,68039400
2022-08-15,171.1038818359375,171.3014697666332,169.28604875354864,169.4539992483896,54091700
2022-08-16,170.94580078125,171.61761781721378,169.59230766429783,170.6988121058942,56377100
2022-08-17,172.44747924804688,174.0281975704134,170.49133335193497,170.68892125785695,79542000
2022-08-18,172.05230712890625,172.7932731631823,171.03471498116653,171.65713127395603,62290100
2022-08-19,169.4539794921875,171.64723993968656,169.24650239040093,170.9457855312559,70346300
2022-08-22,165.55154418945312,167.81395338043234,165.1267159118957,167.64600292302248,69026800
2022-08-23,165.2156524658203,166.6778362068351,164.64263695785368,165.0674652978081,54147100
2022-08-24,165.5120391845703,166.0850546832161,164.24745845479734,165.30457715272786,53841500
2022-08-25,167.98193359375,168.09060921191156,166.3221769618195,166.74699023963788,51218200
2022-08-26,161.6491241455078,168.98963454069056,161.58984928248998,168.51542056155736,78961000
2022-08-29,159.4361114501953,160.9377915248913,157.89490475117088,159.2088710477823,73314000
2022-08-30,156.99588012695312,160.60190864014237,155.82021165840885,160.1770953683111,77906200
2022-08-31,155.32623291015625,158.6457611720159,155.24719472832723,158.37900919271698,87991100
2022-09-01,156.0573272705078,156.5117779795205,152.80694794412756,154.75321986205336,74229900
2022-09-02,153.9331817626953,158.42837756374567,153.1033036355752,157.82572474107752,76957800
2022-09-06,152.6686248779297,155.19778627085483,151.83874662243696,154.585259235847,73714800
2022-09-07,154.0814208984375,154.78286029004315,151.75972133468971,152.95515314889423,87449600
2022-09-08,152.59950256347656,154.47661062300332,150.8409291790334,152.77732718859244,84923800
2022-09-09,155.47442626953125,155.9190179443951,152.88598978028585,153.5973183700772,68028800
2022-09-12,161.46141052246094,162.28141463666398,157.38116833912534,157.66766853565863,104956000
2022-09-13,151.98692321777344,158.60621563829068,151.52258337674556,157.9739253340172,122656600
2022-09-14,153.43923950195312,155.2076868276392,151.75971955478735,152.9254988454698,87965400
2022-09-15,150.5346221923828,153.37006185557618,149.5565568863416,152.78715724415977,90481100
2022-09-16,148.884765625,149.52694520493873,146.58282943689548,149.38863215425823,162278800
2022-09-19,152.6192169189453,152.69825509311244,147.3040316123721,147.51149362894427,81474200
2022-09-20,155.0100555419922,156.1758496949124,151.23607717827795,151.5522147803481,107689800
2022-09-21,151.86839294433594,156.8279296043556,151.749843208038,155.44478402258142,101696800
2022-09-22,150.9001922607422,152.60934951167334,149.0922335190095,150.5445279988441,86652500
2022-09-23,148.61801147460938,149.64549275752094,146.77054109426695,149.3688666601967,96029900
2022-09-26,148.95391845703125,151.91778224099426,147.8375249410748,147.85728825396532,93339400
2022-09-27,149.93199157714844,152.85634396088452,148.14379608075552,150.90019798375215,84442700
2022-09-28,148.0351104736328,148.82547715169355,143.09533757949137,145.8616134152087,146691400
2022-09-29,140.76376342773438,144.9526962468605,138.98544218022843,144.34016923521585,128138200
2022-09-30,136.5353240966797,141.37631073101744,136.3377361896639,139.5782261046943,124925300
2022-10-03,140.73414611816406,141.34668829237813,136.0314871023825,136.54522777511258,114311700
2022-10-04,144.3401641845703,144.45871390525903,142.5223163757339,143.28304559179628,87830100
2022-10-05,144.6365509033203,145.6047572886982,141.28738533142962,142.33462989571538,79471000
2022-10-06,143.67825317382812,145.76283831553877,143.47079111671093,144.05368080574547,68402200
2022-10-07,138.40257263183594,141.37632597682602,137.77028221620552,140.82305867253086,85925600
2022-10-10,138.7285614013672,140.1808556419713,136.90085472253764,138.7285614013672,74899000
2022-10-11,137.30593872070312,139.64740158913798,136.55509858261405,138.21485522733482,77033700
2022-10-12,136.6736297607422,138.66930218634442,136.49580517652515,137.45412230255747,70433700
2022-10-13,141.2676544189453,141.86041822096794,132.7514742657849,133.36401645869927,113224000
2022-10-14,136.71316528320312,142.77920605337536,136.52545149320736,142.5717289499613,88598000
2022-10-17,140.6946258544922,141.17871398682112,138.5804034985276,139.37077023650323,85250900
2022-10-18,142.01849365234375,144.93295711577585,138.91631637660706,143.7375403242461,99136600
2022-10-19,142.12716674804688,143.20403377580215,139.79559300378267,139.9833068127477,61758300
2022-10-20,141.66281127929688,144.13269781047578,140.93171943907114,141.29727289667952,64522000
2022-10-21,145.49607849121094,146.06909396950246,140.93171797792078,141.14906919641035,86548600
2022-10-24,147.64981079101562,148.42041416694138,144.241370462884,145.41703883961424,75981900
2022-10-25,150.50498962402344,150.65319184865695,147.56088934284634,148.2820919294288,74732300
2022-10-26,147.55101013183594,150.15920940047252,146.2567770779952,149.14161747473483,88194300
2022-10-27,143.0558319091797,147.25463904177826,142.3939041231572,146.28644773572952,109180200
2022-10-28,153.86407470703125,155.60286960065065,146.0394750732548,146.41488761875652,164762400
2022-10-31,151.4929656982422,152.38213394751943,150.09007187381837,151.3151410933819,97943200
2022-11-01,148.83535766601562,153.57754286316361,147.33367749566185,153.21200447728674,80379300
2022-11-02,143.28306579589844,150.337061596357,143.25342836154712,147.15584632605294,93604600
2022-11-03,137.2071533203125,141.07993392854812,137.0787143855393,140.348842024828,97918500
2022-11-04,136.93994140625,141.18529050660402,132.98156775184182,140.61132451471516,140814800
2022-11-07,137.47433471679688,137.70193700622886,134.25815566613036,135.68317279996404,83374600
2022-11-08,138.04827880859375,139.95818681579658,136.0592015176731,138.9488124233874,89908500
2022-11-09,133.46646118164062,137.10817285902812,133.189376229013,137.05869016748804,74917800
2022-11-10,145.3415985107422,145.3415985107422,138.04829894677263,139.77019714382882,118854000
2022-11-11,148.1421356201172,148.44890717190938,142.86760074898706,144.3025233234953,93979700
2022-11-14,146.73692321777344,148.71611022108843,145.89576270136516,147.41974514991688,73374100
2022-11-15,148.47860717773438,151.9916672429698,147.0140129756077,150.6359289335687,89868300
2022-11-16,147.2416229248047,148.31038580901588,145.75723254673355,147.57809621983398,64218300
2022-11-17,149.1515350341797,149.90362066577504,144.6290854455113,144.9061704203095,80389400
2022-11-18,149.7156219482422,151.1109526679862,148.4093661361424,150.72501173486566,74829600
2022-11-21,146.46971130371094,148.80515229353415,146.1827358664007,148.5973461389294,58724100
2022-11-22,148.6171417236328,148.85464959506425,145.40096291048988,146.5884871676489,51804100
2022-11-23,149.49789428710938,150.24997989598808,147.78588669453308,147.8947425813443,58301400
2022-11-25,146.5686798095703,147.3306709593728,145.5889769026814,146.7665954705588,35195900
2022-11-28,142.71917724609375,145.1139917287284,141.8879223215426,143.6296014634591,69246000
2022-11-29,139.70091247558594,143.30303220881638,138.88945365820908,142.78843936121245,83763800
2022-11-30,146.48951721191406,147.1723391084902,139.08736243308402,139.92850780567963,111380900
2022-12-01,146.7666015625,147.57807543623127,145.08429572427386,146.66765127789708,71250400
2022-12-02,146.27182006835938,146.45984525867783,144.1342943784221,144.44108106262544,65447400
2022-12-05,145.10411071777344,149.34946051004155,144.2530596393701,146.23224678914536,68826400
2022-12-06,141.42282104492188,145.7671362234273,140.44311797232058,145.5395339297925,64727200
2022-12-07,139.4733123779297,141.87801737065325,138.54309205811114,140.7103042713057,69721100
2022-12-08,141.16549682617188,142.0264533787377,139.63163908883672,140.87852137531488,62128300
2022-12-09,140.68063354492188,144.05515143475162,139.43373591172943,140.8587531496634,76097000
2022-12-12,142.9863739013672,142.99626440062022,139.59206025771292,141.2149930351456,70462700
2022-12-13,143.95619201660156,148.4093635202704,142.73899603359902,147.9442532885538,93886200
2022-12-14,141.71969604492188,145.13379070269028,139.69102628885693,143.837425594668,82291200
2022-12-15,135.07952880859375,140.3243780021143,134.6144186003004,139.64155598993895,98931900
2022-12-16,133.11019897460938,136.2175215573563,132.33831735278028,135.26752037664195,160156900
2022-12-19,130.9924774169922,133.7930286341792,129.95341639612556,133.70396884953303,79592600
2022-12-20,130.92323303222656,131.8633439087619,128.538308891753,130.0226992547034,77432800
2022-12-21,134.04043579101562,135.3862835473447,131.36853637624424,131.5961386519474,85928000
2022-12-22,130.85397338867188,133.1597285686434,128.9440647567652,132.95192234341096,77852100
2022-12-23,130.48779296875,131.04196288495316,128.29089430094626,129.55757270940995,63814900
2022-12-27,128.6768341064453,130.04247788894776,127.38046911290927,130.01279129367578,69007800
2022-12-28,124.72836303710938,129.66643238482206,124.56013395762797,128.32058464897267,85438400
2022-12-29,128.26121520996094,129.12215673015015,126.40078213242634,126.6580710085752,75703700
2022-12-30,128.57786560058594,128.5976616969525,126.10388960466396,127.07369447666422,77034200
2023-01-03,123.76846313476562,129.53778770648333,122.87782744316272,128.92424454671203,112117500
2023-01-04,125.04503631591797,127.32110440506466,123.77835783326215,125.56951966733021,89113600
2023-01-05,123.7189712524414,126.44035327195598,123.4616823884138,125.80701406050522,80962700
2023-01-06,128.27110290527344,128.93412872931725,123.59032994150238,124.6986773645302,87754700
2023-01-09,128.79559326171875,132.02167786788954,128.53830437717716,129.1122704426922,70790800
2023-01-10,129.36953735351562,129.89402063291897,126.78669804739879,128.90442726046035,63896200
2023-01-11,132.10081481933594,132.12059581330425,129.10234833363933,129.88412039525852,69458900
2023-01-12,132.0216522216797,132.8627975077432,130.07215211751455,132.4867623033838,71379600
2023-01-13,133.3576202392578,133.51595882992456,130.28988932008468,130.65603409850235,57809700
2023-01-17,134.5253448486328,135.86128703391867,132.73418300243557,133.42689544295402,63646600
2023-01-18,133.8029327392578,137.16754432165283,133.62479807195606,135.39617874680306,69672800
2023-01-19,133.86231994628906,134.8321173698302,132.37792966331844,132.68470123913258,58280400
2023-01-20,136.43524169921875,136.583689774084,132.8232317107928,133.8721983331851,80223600
2023-01-23,139.6415557861328,141.82856432193728,136.46495363412728,136.68266543769153,81760300
2023-01-24,141.0467529296875,141.67020163390134,138.83996376873685,138.8498542672173,66435100
2023-01-25,140.3837432861328,140.94780376437996,137.36547990253146,139.42383632315142,65799300
2023-01-26,142.46188354492188,142.748859009156,140.42330829899026,141.6800962423563,54105100
2023-01-27,144.411376953125,145.69785156540507,141.59104444543297,141.6702137400347,70555800
2023-01-30,141.51185607910156,144.03532226694506,141.36342310922714,143.45146578544313,64015300
2023-01-31,142.78843688964844,142.83791958375357,140.79935942660674,141.21498687709317,65874500
2023-02-01,143.9165802001953,145.08430842068046,139.8493652771468,142.47178209857688,77663600
2023-02-02,149.25050354003906,149.60674271507267,146.62807162382762,147.35047067319957,118339000
2023-02-03,152.89218139648438,155.74221524092275,146.29159518314714,146.48951084456712,154357300
2023-02-06,150.15101623535156,151.50676958668788,149.2109054384384,150.98228624419954,69858300
2023-02-07,153.04063415527344,153.61460021760152,149.072369515728,149.072369515728,83322600
2023-02-08,150.3390350341797,152.97135723381655,149.59683994706387,152.27864483917466,64120100
2023-02-09,149.29995727539062,152.72395721753742,148.85464324794316,152.17967780621382,56007100
2023-02-10,149.6666717529297,149.99373802352738,147.89260151029114,148.13047201337668,57450700
2023-02-13,152.48143005371094,152.88777139634084,149.5774860679603,149.6072179924685,62199000
2023-02-14,151.83718872070312,152.40212547908195,149.51800808989614,150.76679417039543,61707600
2023-02-15,153.94825744628906,154.11674338956908,151.52005454611242,151.74800433724963,65573800
2023-02-16,152.34266662597656,154.93935535973205,151.985868430853,152.14443364408874,68167900
2023-02-17,151.1929931640625,151.63898716051196,149.50811855355659,150.99477529042434,59144100
2023-02-21,147.1591796875,149.954101404135,147.08981024225724,148.86388049557812,58867200
2023-02-22,147.5853729248047,148.61611493809133,145.8509400709552,147.54572027637772,51011300
2023-02-23,148.07101440429688,149.00265510528632,145.93024005993672,148.75487896664254,48394200
2023-02-24,145.40493774414062,145.88066363662452,144.42373891303,145.80137346736828,55469600
2023-02-27,146.6041717529297,147.84305234351663,146.13835144102467,146.39604828262136,44998500
2023-02-28,146.0987091064453,147.7538517062128,145.5238667165713,145.74191090318052,50547000
2023-03-01,144.0174102783203,145.92032933878704,143.7200758669538,145.52389353900261,55479000
2023-03-02,144.612060546875,145.40494716777042,142.61993083245534,143.09567187882521,52238100
2023-03-03,149.68650817871094,149.7657983517578,146.01942463285462,146.72310034368257,70732300
2023-03-06,152.4615936279297,154.90962273726373,152.09488983458962,152.42194098250997,87558000
2023-03-07,150.25146484375,152.65984178567712,149.7856444674581,152.3327754497877,56182000
2023-03-08,151.51014709472656,152.10481587149795,150.47940502111874,151.45068324166047,47204800
2023-03-09,149.2504119873047,153.16527144816123,148.89361378877035,152.1939933444496,53833600
2023-03-10,147.1790313720703,149.5973289873677,146.29694889334849,148.87382687231752,68572400
2023-03-13,149.13150024414062,151.77774753166398,146.38613645412596,146.49515855764437,84457100
2023-03-14,151.2326202392578,152.03541240200406,148.76477990534212,149.9342758651321,73695900
2023-03-15,151.62905883789062,151.88674052270053,148.586361246658,149.8450679963741,77167900
2023-03-16,154.46363830566406,155.06821263966182,150.29108181642482,150.80646037730506,76161100
2023-03-17,153.6211700439453,155.3456970100276,152.90757372163895,154.6915645274048,98944600
2023-03-20,155.99984741210938,156.41612462417007,152.77875768053804,153.69058715899433,73641400
2023-03-21,157.8631134033203,157.98204109629864,155.14748180357108,155.9205571770909,73938300
2023-03-22,156.42599487304688,160.6976520242969,156.40616855241637,157.8829194168305,75701800
2023-03-23,157.51622009277344,160.11292398786247,156.2773395529773,157.41711872342182,67622100
2023-03-24,158.82449340820312,158.91368918214428,156.4458486981132,157.44685878169065,59196500
2023-03-27,156.8720245361328,159.3398802717359,156.46566804738902,158.51726169320153,52390300
2023-03-28,156.24761962890625,157.08015890910474,154.5924769153983,156.56478033051607,45992200
2023-03-29,159.33987426757812,159.6173823169816,157.9325076961592,157.95231889750627,51305700
2023-03-30,160.91574096679688,161.0247630760293,159.8354405990745,160.09312234678038,49501700
2023-03-31,163.43312072753906,163.53223722356282,160.46972804690907,160.99501220511618,68749800
2023-04-03,164.6918182373047,164.81074592730272,162.75916765957112,162.80872590475465,56976200
2023-04-04,164.15663146972656,165.35585936030904,163.6412529320187,165.1180039760234,46278300
2023-04-05,162.3032684326172,163.58180171406576,160.36071207007467,163.27456173694304,51511700
2023-04-06,163.19528198242188,163.4926163777719,160.55894019900367,160.98510790466275,45390100
2023-04-10,160.5886688232422,160.5886688232422,158.6560179778013,159.98409444358578,47716900
2023-04-11,159.36959838867188,160.9157189090824,159.08216962961518,160.90581330889393,47644200
2023-04-12,158.6758270263672,160.6183832614872,158.35866634623534,159.7858591607215,50133100
2023-04-13,164.0872344970703,164.32510498642847,159.98406307471902,160.19220164328894,68445600
2023-04-14,163.74038696289062,164.8405136022097,162.362752263478,163.12589186720774,49386500
2023-04-17,163.76016235351562,163.91874267404893,162.57084019561938,163.62140835381192,41516200
2023-04-18,164.98915100097656,165.92079155848967,164.17643813231942,164.62244721163532,49923000
